Code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit,Value,Source
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2019,Counts,3,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2020,Counts,3,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2020,Counts,3,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2020,Counts,3,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2020,Counts,3,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2020,Counts,23,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Counts,24,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2020,Counts,3,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2020,Counts,3,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2021,Counts,3,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2021,Counts,5,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2021,Counts,7,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2021,Counts,3,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2021,Counts,20,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2021,Counts,38,GLOTIP
ALB,Albania,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2021,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2017,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2017,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2017,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2017,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2017,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2017,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2017,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2017,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2018,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2018,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2018,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2018,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2018,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2018,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2018,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2018,Counts,3,GLOTIP
AND,Andorra,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2021,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2017,Counts,5,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2017,Counts,15,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2017,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2017,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2018,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2018,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2018,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2018,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2018,Counts,10,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2018,Counts,15,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2018,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2018,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2020,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2020,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2020,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2020,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2020,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Counts,21,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2020,Counts,3,GLOTIP
ARE,United Arab Emirates,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2020,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2014,Counts,7,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2014,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2014,Counts,10,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2014,Counts,142,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2014,Counts,11,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2014,Counts,163,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2014,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2014,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2015,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2015,Counts,36,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2015,Counts,10,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2015,Counts,106,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2015,Counts,9,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2015,Counts,184,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2015,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2015,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2016,Counts,11,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2016,Counts,90,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2016,Counts,9,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2016,Counts,91,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2016,Counts,19,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2016,Counts,197,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2016,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2016,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2019,Counts,28,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2019,Counts,255,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2019,Counts,27,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2019,Counts,624,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Other,0 to 17 years,2019,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Other,18 years or over,2019,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Unknown,Unknown,2019,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2019,Counts,42,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2019,Counts,493,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2019,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2019,Counts,8,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,0 to 17 years,2019,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,18 years or over,2019,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Unknown,Unknown,2019,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2020,Counts,16,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2020,Counts,116,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2020,Counts,23,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2020,Counts,489,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Other,0 to 17 years,2020,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Other,18 years or over,2020,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Unknown,Unknown,2020,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2020,Counts,21,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Counts,202,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2020,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2020,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,0 to 17 years,2020,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,18 years or over,2020,Counts,9,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Unknown,Unknown,2020,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2021,Counts,15,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2021,Counts,136,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2021,Counts,45,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2021,Counts,752,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Other,0 to 17 years,2021,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Other,18 years or over,2021,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Unknown,Unknown,2021,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2021,Counts,32,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2021,Counts,279,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2021,Counts,5,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2021,Counts,6,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,0 to 17 years,2021,Counts,3,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,18 years or over,2021,Counts,5,GLOTIP
ARG,Argentina,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Unknown,Unknown,2021,Counts,3,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2017,Counts,3,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2017,Counts,3,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2017,Counts,3,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2017,Counts,3,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2017,Counts,3,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2017,Counts,3,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2017,Counts,3,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2017,Counts,3,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2018,Counts,3,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2018,Counts,3,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2018,Counts,3,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2018,Counts,23,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2018,Counts,3,GLOTIP
ARM,Armenia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2018,Counts,3,GLOTIP
